,element_name,element_tag,element_html_id,element_parsed_text,Target,Predecited,res
464,,INPUT,ident,ident,identification,unknown,False
465,,INPUT,token,Ingrese el Token:,unknown,unknown,True
466,00072f60-9de3-11eb-b067-f1083a87a231,INPUT,,Email *,email,email,True
467,pass,INPUT,password,pass,password,password,True
468,login,INPUT,login,Email,email,email,True
469,cmd,INPUT,login_email,login_email,email,email,True
470,login,INPUT,login,nicolemccullough@garcia.infobutlerlc,unknown,unknown,False
471,q,INPUT,,Search here!,unknown,search,False
472,cpf,INPUT,cpf,digite seu CPF,unknown,unknown,True
473,s,INPUT,search-form-61028734af6c4,Search,unknown,search,False
474,2,INPUT,2,Anmelden,unknown,unknown,True
475,input_2,INPUT,input_1_2,Please enter your 12/24 word phrase,unknown,unknown,True
476,,INPUT,,Find in document,unknown,unknown,True
477,,INPUT,,E-mail,email,email,True
478,,INPUT,,Search:,unknown,search,False
479,url,INPUT,short_url,Paste a long url,unknown,unknown,True
480,contact_field[],INPUT,contact_field[]_177469,contact_field[]_177469,phone,unknown,False
481,contact_field[],INPUT,contact_field[]_507863,contact_field[]_507863,phone,unknown,False
482,contact_field[],INPUT,contact_field[]_705337,contact_field[]_705337,phone,unknown,False
483,email,INPUT,input3,email,email,email,True
484,search_query,INPUT,ajax_search,Search everything...,unknown,search,False
485,mail,INPUT,mail,mail,email,email,True
486,username,INPUT,,reviawilliams@prepaidlegal.com,email,unknown,False
487,username,INPUT,,maydonna@gmail.comreviawilliams@prey,email,unknown,True
488,pw_usr,INPUT,pw_usr,Benutzername,name,name,True
489,trackingid,INPUT,trackingid,trackingid,unknown,unknown,True
490,wpforms[fields][1],INPUT,wpforms-1711-field_1,Your Name *,name,name,True
491,,INPUT,,mm-dd-yyyy,date,unknown,False
492,s,INPUT,,Buscar …,unknown,unknown,True
493,,INPUT,,Usuarlo,unknown,unknown,True
494,Login,INPUT,Login,Username,username,username,True
495,email,INPUT,J_Email,email,email,email,True
496,s,INPUT,,Search entire store here ...,unknown,search,False
497,postal,INPUT,postal,* Code postal,zip,zip,True
498,nom,INPUT,nom,* Nom,unknown,unknown,True
499,,INPUT,,Email,email,email,True
500,_username,INPUT,,_username,username,username,True
501,usr,INPUT,usr,usr,unknown,unknown,True
502,s,INPUT,,Ricerca,unknown,unknown,True
503,user,INPUT,user,Email or username,username,username,True
504,log,INPUT,log,Username,username,username,True
505,name1,INPUT,name1,name1,name,name,True
506,wnd_ShortTextField_175518536,INPUT,field-wnd_ShortTextField_175518536,NAMA FACEBOOK,unknown,unknown,True
